id,postid,votetypeid,creationdate,userid,bountyamount
380236,70558,5,1409068800,53468,-1
179600,46674,2,1356710400,-2,-1
152178,10104,2,1348416000,-2,-1
24591,5757,2,1293292800,-2,-1
355090,103832,2,1403020800,-2,-1
302950,17606,2,1391529600,-2,-1
93071,3562,2,1329062400,-2,-1
355968,2691,5,1403193600,43889,-1
192385,49788,2,1360598400,-2,-1
179962,46808,2,1356969600,-2,-1
83893,1346,2,1324742400,-2,-1
364192,107495,1,1404921600,-2,-1
200651,52159,2,1363276800,-2,-1
237935,64377,16,1373817600,-2,-1
24360,5687,2,1292947200,-2,-1
185814,47840,2,1358265600,-2,-1
213506,57385,1,1366905600,-2,-1
369269,43809,2,1406217600,-2,-1
34939,8069,2,1299600000,-2,-1
303110,45050,5,1391529600,37642,-1
36341,8391,2,1300291200,-2,-1
96943,23246,2,1330185600,-2,-1
300199,35717,2,1391097600,-2,-1
151963,37876,2,1348416000,-2,-1
253612,26568,2,1378051200,-2,-1
190788,33410,2,1359993600,-2,-1
299709,83909,2,1391011200,-2,-1
23873,5539,2,1292515200,-2,-1
167243,43159,2,1352476800,-2,-1
176173,1595,5,1355328000,17463,-1
78648,8137,5,1322064000,6169,-1
124665,20523,2,1340121600,-2,-1
370664,109671,2,1406563200,-2,-1
82260,583,2,1323878400,-2,-1
258954,69554,9,1379606400,-2,-1
41765,9739,2,1303142400,-2,-1
94034,3562,2,1329408000,-2,-1
178953,46510,1,1356278400,-2,-1
137279,824,2,1344268800,-2,-1
125855,31015,2,1340467200,-2,-1
233000,13166,5,1372521600,27142,-1
281062,78323,2,1385913600,-2,-1
158425,39335,2,1350057600,-2,-1
139925,34325,2,1344960000,-2,-1
327542,577,5,1396972800,42454,-1
257137,6190,2,1379174400,-2,-1
105094,24257,5,1333382400,7964,-1
223071,60372,2,1369756800,-2,-1
302698,11224,2,1391443200,-2,-1
248777,44845,2,1376582400,-2,-1
381028,113657,5,1409241600,805,-1
126296,31088,2,1340553600,-2,-1
257994,63464,5,1379433600,27813,-1
131442,3730,2,1342368000,-2,-1
314719,88794,1,1393862400,-2,-1
306388,86331,2,1392134400,-2,-1
110340,27152,2,1335369600,-2,-1
39410,9233,2,1301932800,-2,-1
226927,773,2,1370880000,-2,-1
343569,99311,1,1400688000,-2,-1
355511,103356,5,1403107200,48366,-1
59027,4466,5,1312387200,5256,-1
313614,15795,2,1393689600,-2,-1
186183,47943,2,1358352000,-2,-1
298462,18395,3,1390838400,-2,-1
292791,82027,3,1389542400,-2,-1
318994,85578,1,1394812800,-2,-1
127130,31303,5,1340812800,9621,-1
307516,86620,2,1392307200,-2,-1
63755,1059,2,1314806400,-2,-1
11213,3101,5,1285516800,1075,-1
113221,4242,2,1336147200,-2,-1
355661,18438,2,1403107200,-2,-1
309931,45645,2,1392825600,-2,-1
372946,110702,2,1407168000,-2,-1
345265,100184,2,1401120000,-2,-1
159465,39334,2,1350144000,-2,-1
232300,62771,5,1372262400,805,-1
60435,14178,2,1313078400,-2,-1
194566,50318,2,1361289600,-2,-1
292892,80386,9,1389542400,-2,300
228103,61757,2,1371139200,-2,-1
367695,55970,2,1405872000,-2,-1
338122,73377,2,1399651200,-2,-1
110862,27279,2,1335542400,-2,-1
192125,49750,2,1360512000,-2,-1
323478,41509,5,1395936000,7291,-1
322933,91106,2,1395763200,-2,-1
371705,110237,2,1406822400,-2,-1
364406,32027,2,1405008000,-2,-1
208595,55776,2,1365523200,-2,-1
114132,27702,1,1336492800,-2,-1
146586,35789,2,1346947200,-2,-1
152604,38009,2,1348588800,-2,-1
366060,108174,2,1405440000,-2,-1
279779,14561,2,1385568000,-2,-1
190962,49333,2,1360080000,-2,-1
139847,34329,2,1344873600,-2,-1
355544,61299,2,1403107200,-2,-1
222284,60118,2,1369584000,-2,-1
194646,49809,9,1361289600,-2,25
298482,671,2,1390838400,-2,-1
197496,51076,2,1362240000,-2,-1
168569,19715,2,1352908800,-2,-1
252237,11973,2,1377619200,-2,-1
247834,67355,2,1376409600,-2,-1
136304,13941,2,1343923200,-2,-1
201673,52125,2,1363622400,-2,-1
249908,67879,2,1377014400,-2,-1
233754,63133,1,1372694400,-2,-1
339958,97791,2,1400083200,-2,-1
208558,48909,2,1365523200,-2,-1
326110,86503,2,1396627200,-2,-1
121007,29922,2,1338912000,-2,-1
242811,65824,2,1374940800,-2,-1
170012,14442,2,1353427200,-2,-1
145323,25197,2,1346515200,-2,-1
221312,59861,2,1369238400,-2,-1
267850,72839,2,1381939200,-2,-1
16029,3294,2,1287936000,-2,-1
364818,107563,2,1405094400,-2,-1
166372,41882,5,1352131200,12106,-1
32109,7216,2,1298217600,-2,-1
181223,47076,2,1357401600,-2,-1
263975,71898,5,1381075200,25433,-1
148157,36166,6,1347379200,-2,-1
364315,60074,2,1404921600,-2,-1
114776,28245,2,1336665600,-2,-1
295408,49272,2,1390147200,-2,-1
229840,62178,2,1371657600,-2,-1
254798,44406,2,1378396800,-2,-1
355983,104018,2,1403193600,-2,-1
174182,45309,2,1354723200,-2,-1
221503,59703,2,1369324800,-2,-1
40461,1628,2,1302451200,-2,-1
325881,91269,9,1396540800,-2,-1
370056,71715,5,1406476800,52935,-1
329982,85587,2,1397577600,-2,-1
122921,30112,2,1339516800,-2,-1
233389,63076,2,1372608000,-2,-1
283386,79047,2,1386518400,-2,-1
240862,65243,2,1374508800,-2,-1
267241,1632,2,1381766400,-2,-1
342452,99186,2,1400428800,-2,-1
228921,61934,2,1371398400,-2,-1
339637,97416,1,1399996800,-2,-1
245004,66484,5,1375632000,27142,-1
193743,49759,2,1361030400,-2,-1
89872,18793,2,1327852800,-2,-1
279332,77752,2,1385395200,-2,-1
378807,22472,5,1408636800,31372,-1
136563,33628,2,1343923200,-2,-1
317440,89614,2,1394467200,-2,-1
23597,5462,2,1292342400,-2,-1
385595,88348,5,1410364800,44287,-1
178178,46349,2,1356019200,-2,-1
381304,113705,2,1409241600,-2,-1
223825,60562,2,1370016000,-2,-1
139275,15507,2,1344787200,-2,-1
137024,7994,2,1344182400,-2,-1
31920,7175,8,1298131200,2635,50
385918,115273,2,1410451200,-2,-1
312438,87082,5,1393430400,10675,-1
222266,48506,2,1369584000,-2,-1
157303,39010,2,1349798400,-2,-1
9320,2652,2,1284393600,-2,-1
78433,6558,2,1321977600,-2,-1
65009,15369,2,1315584000,-2,-1
196949,51023,2,1361980800,-2,-1
294422,694,2,1389888000,-2,-1
59877,6795,5,1312819200,5256,-1
156868,38940,2,1349712000,-2,-1
277311,29641,2,1384790400,-2,-1
95377,23344,2,1329408000,-2,-1
171835,44464,3,1354032000,-2,-1
376998,71785,2,1408291200,-2,-1
301423,84350,2,1391443200,-2,-1
161690,41003,2,1350921600,-2,-1
25636,994,2,1294156800,-2,-1
294010,82425,2,1389801600,-2,-1
316244,66268,1,1394208000,-2,-1
118242,26430,2,1338048000,-2,-1
42529,604,5,1303574400,3911,-1
99807,24433,2,1331308800,-2,-1
246996,1883,5,1376150400,14730,-1
365204,105960,1,1405267200,-2,-1
140976,13390,2,1345219200,-2,-1
180378,26842,5,1357142400,13201,-1
317346,52182,2,1394467200,-2,-1
382446,114082,2,1409587200,-2,-1
73301,17545,2,1319558400,-2,-1
116920,28866,2,1337529600,-2,-1
373965,41616,2,1407427200,-2,-1
275491,76358,2,1384185600,-2,-1
208869,53159,2,1365609600,-2,-1
271436,4967,2,1383235200,-2,-1
337390,96741,2,1399478400,-2,-1
174545,34859,2,1354896000,-2,-1
203294,53306,1,1364227200,-2,-1
264544,37373,2,1381161600,-2,-1
179412,46406,2,1356537600,-2,-1
113846,28037,16,1336406400,-2,-1
239926,59577,2,1374249600,-2,-1
254621,69288,3,1378310400,-2,-1
167890,43462,2,1352736000,-2,-1
125131,12641,2,1340208000,-2,-1
240306,65033,16,1374336000,-2,-1
33144,7639,2,1298822400,-2,-1
190810,49357,2,1360080000,-2,-1
131759,30398,2,1342454400,-2,-1
172583,44833,16,1354291200,-2,-1
59746,5124,2,1312819200,-2,-1
122567,30315,2,1339430400,-2,-1
20504,4810,2,1290441600,-2,-1
116049,28673,2,1337184000,-2,-1
221646,55237,5,1369324800,14073,-1
176730,43687,2,1355500800,-2,-1
213586,54649,9,1366992000,-2,-1
318444,89931,2,1394640000,-2,-1
299867,607,2,1391097600,-2,-1
207136,48905,2,1365177600,-2,-1
177134,46019,2,1355673600,-2,-1
249503,23132,2,1376841600,-2,-1
337038,96417,2,1399392000,-2,-1
123353,30514,2,1339689600,-2,-1
380534,113517,2,1409155200,-2,-1
217557,4331,2,1368288000,-2,-1
196176,48546,2,1361721600,-2,-1
244525,64640,1,1375372800,-2,-1
381260,113681,2,1409241600,-2,-1
284138,79344,2,1386691200,-2,-1
356227,104227,2,1403280000,-2,-1
207175,55305,16,1365177600,-2,-1
339627,97687,2,1399996800,-2,-1
339986,87623,2,1400083200,-2,-1
189361,14078,2,1359561600,-2,-1
278561,18971,2,1385222400,-2,-1
226606,61370,2,1370793600,-2,-1
172423,30571,1,1354204800,-2,-1
277654,77176,2,1384876800,-2,-1
143026,34873,2,1345737600,-2,-1
348502,100914,2,1401638400,-2,-1
329985,91025,1,1397577600,-2,-1
329861,33320,2,1397577600,-2,-1
71322,16889,2,1318867200,-2,-1
105041,25747,2,1333382400,-2,-1
329591,93032,2,1397491200,-2,-1
194231,5345,2,1361203200,-2,-1
67066,15971,2,1316707200,-2,-1
279236,41743,2,1385395200,-2,-1
117708,20977,2,1337788800,-2,-1
142087,34825,2,1345564800,-2,-1
262767,19863,2,1380643200,-2,-1
250383,68034,15,1377100800,-2,-1
354387,2227,2,1402848000,-2,-1
282592,17336,5,1386345600,31152,-1
369541,109375,2,1406304000,-2,-1
181597,47190,5,1357574400,88,-1
21701,5075,1,1291219200,-2,-1
280610,66300,2,1385827200,-2,-1
173974,20535,2,1354723200,-2,-1
150914,37591,2,1347984000,-2,-1
296535,83148,2,1390406400,-2,-1
329672,30909,2,1397491200,-2,-1
222893,60205,16,1369756800,-2,-1
282096,78665,2,1386172800,-2,-1
226564,49665,2,1370793600,-2,-1
17380,3286,2,1288713600,-2,-1
116878,181,2,1337529600,-2,-1
359678,25823,2,1404057600,-2,-1
267510,67585,2,1381852800,-2,-1
148442,6948,2,1347465600,-2,-1
302557,40898,2,1391443200,-2,-1
333092,58273,2,1398355200,-2,-1
167854,43449,2,1352736000,-2,-1
24257,5658,2,1292860800,-2,-1
119367,29540,2,1338393600,-2,-1
331617,94615,2,1398096000,-2,-1
12549,798,5,1286294400,253,-1
292130,81847,2,1389283200,-2,-1
255958,69672,2,1378742400,-2,-1
243674,65542,2,1375113600,-2,-1
109662,13317,2,1335110400,-2,-1
290476,81365,2,1388937600,-2,-1
316400,1496,2,1394208000,-2,-1
188430,48635,2,1359216000,-2,-1
185980,47892,2,1358265600,-2,-1
177823,3734,5,1355932800,5744,-1
328603,93547,2,1397318400,-2,-1
258929,70396,2,1379606400,-2,-1
212519,56833,2,1366732800,-2,-1
21096,4711,2,1290787200,-2,-1
9387,2641,2,1284393600,-2,-1
310625,87491,2,1392998400,-2,-1
295713,46921,5,1390233600,4541,-1
124424,19903,3,1340035200,-2,-1
170960,13845,5,1353859200,7780,-1
323757,1432,2,1395936000,-2,-1
240651,65174,5,1374422400,24808,-1
81673,19677,2,1323619200,-2,-1
288300,80569,5,1388160000,35917,-1
243697,25542,5,1375113600,27142,-1
325128,92211,3,1396368000,-2,-1
309969,87364,2,1392825600,-2,-1
173436,4968,2,1354550400,-2,-1
120966,29904,2,1338912000,-2,-1
314764,88783,2,1393948800,-2,-1
135134,33283,2,1343491200,-2,-1
164740,41800,1,1351958400,-2,-1
362571,106284,2,1404835200,-2,-1
265086,72397,2,1381334400,-2,-1
382535,111905,2,1409587200,-2,-1
193264,5966,2,1360857600,-2,-1
344594,10477,2,1400947200,-2,-1
161539,40949,2,1350835200,-2,-1
230744,62207,5,1371916800,27122,-1
344300,48267,5,1400774400,46094,-1
161768,40966,2,1350921600,-2,-1
226086,61233,2,1370620800,-2,-1
298925,55676,2,1390924800,-2,-1
269329,20553,2,1382457600,-2,-1
196204,50796,5,1361721600,8,-1
206440,14516,5,1364918400,4485,-1
213709,52955,2,1366992000,-2,-1
94027,6652,5,1329408000,5509,-1
259119,70662,2,1379692800,-2,-1
127391,31382,2,1340899200,-2,-1
367812,108668,2,1405958400,-2,-1
146990,35927,2,1347033600,-2,-1
1801,586,2,1279987200,-2,-1
382064,113951,2,1409500800,-2,-1
124383,30717,2,1340035200,-2,-1
306802,86424,1,1392220800,-2,-1
9267,2550,2,1284393600,-2,-1
207763,55496,2,1365350400,-2,-1
227761,61675,2,1371052800,-2,-1
242221,866,2,1374768000,-2,-1
297261,83262,2,1390579200,-2,-1
279445,76673,2,1385481600,-2,-1
377845,27813,5,1408464000,54379,-1
318990,86928,1,1394812800,-2,-1
162856,4551,5,1351267200,8694,-1
288006,28476,2,1387987200,-2,-1
318851,89966,2,1394726400,-2,-1
106259,121,2,1333814400,-2,-1
384159,114573,2,1410019200,-2,-1
330083,4612,5,1397577600,30765,-1
234652,31639,2,1372953600,-2,-1
72322,12416,2,1319126400,-2,-1
121025,29922,2,1338912000,-2,-1
189331,48925,2,1359475200,-2,-1
170376,15696,2,1353600000,-2,-1
130987,32261,2,1342195200,-2,-1
174633,31972,5,1354896000,7883,-1
110977,27329,2,1335628800,-2,-1
331182,94371,2,1397923200,-2,-1
380292,113363,2,1409068800,-2,-1
240553,16608,2,1374422400,-2,-1
138392,34052,2,1344528000,-2,-1
24471,5690,2,1293033600,-2,-1
184020,47627,2,1358006400,-2,-1
174895,17263,2,1354982400,-2,-1
83089,19994,2,1324310400,-2,-1
140494,17111,2,1345046400,-2,-1
60400,14007,2,1313078400,-2,-1
141791,33622,2,1345478400,-2,-1
143222,35090,2,1345824000,-2,-1
222204,60102,1,1369584000,-2,-1
301260,23420,2,1391356800,-2,-1
19154,4202,2,1289491200,-2,-1
288857,77272,1,1388332800,-2,-1
190871,49377,16,1360080000,-2,-1
336750,96622,2,1399305600,-2,-1
204926,54451,3,1364400000,-2,-1
136478,33185,2,1343923200,-2,-1
114968,21059,2,1336752000,-2,-1
213391,57340,2,1366905600,-2,-1
206771,54776,2,1365004800,-2,-1
295609,82895,2,1390233600,-2,-1
227876,61169,2,1371139200,-2,-1
264853,8040,5,1381248000,31296,-1
21843,748,2,1291305600,-2,-1
309286,87098,16,1392739200,-2,-1
306430,19258,2,1392134400,-2,-1
161788,40970,2,1350921600,-2,-1
284669,52047,5,1386864000,2824,-1
132517,32639,2,1342627200,-2,-1
127310,31357,2,1340899200,-2,-1
213499,57385,2,1366905600,-2,-1
116106,28681,2,1337184000,-2,-1
135682,33395,2,1343750400,-2,-1
139951,34279,2,1344960000,-2,-1
141635,34691,2,1345392000,-2,-1
247265,67146,5,1376236800,22311,-1
221505,59696,8,1369324800,17359,100
120577,29781,2,1338739200,-2,-1
171689,24823,2,1354032000,-2,-1
196396,50805,2,1361808000,-2,-1
167577,8225,5,1352649600,16738,-1
226672,61386,16,1370793600,-2,-1
199501,51877,1,1362931200,-2,-1
249781,67844,1,1376928000,-2,-1
142201,34829,2,1345564800,-2,-1
259244,70076,1,1379779200,-2,-1
177799,41286,5,1355846400,10891,-1
3002,396,2,1280332800,-2,-1
98982,24208,2,1331049600,-2,-1
188031,48396,2,1359043200,-2,-1
210660,18771,5,1366128000,24480,-1
139870,22900,2,1344960000,-2,-1
143848,35174,2,1346083200,-2,-1
285458,8077,2,1387123200,-2,-1
235504,63606,2,1373212800,-2,-1
379151,67827,16,1408809600,-2,-1
334351,95583,2,1398700800,-2,-1
238164,64460,2,1373904000,-2,-1
136622,32634,2,1343923200,-2,-1
289351,80961,1,1388592000,-2,-1
47481,3070,2,1305993600,-2,-1
343654,99697,2,1400688000,-2,-1
205347,52421,5,1364486400,16413,-1
283982,26098,2,1386691200,-2,-1
174391,9242,5,1354809600,3263,-1
20499,4785,2,1290441600,-2,-1
173603,43757,2,1354550400,-2,-1
216444,21597,2,1367856000,-2,-1
348028,100020,5,1401552000,7397,-1
344160,59670,5,1400774400,12097,-1
65597,15565,5,1315929600,3262,-1
282405,19226,2,1386259200,-2,-1
259686,70197,2,1379865600,-2,-1
283588,79052,2,1386604800,-2,-1
143467,73,2,1345996800,-2,-1
175142,21771,5,1355068800,17636,-1
191991,9329,2,1360512000,-2,-1
242699,65785,2,1374940800,-2,-1
164277,41702,5,1351785600,16447,-1
187607,48357,2,1358870400,-2,-1
249981,24473,2,1377014400,-2,-1
352149,102729,2,1402243200,-2,-1
192489,49796,2,1360598400,-2,-1
130469,1029,1,1341936000,-2,-1
209357,55505,2,1365782400,-2,-1
152666,37982,2,1348588800,-2,-1
24209,5608,2,1292774400,-2,-1
332660,94774,2,1398268800,-2,-1
296617,83162,2,1390406400,-2,-1
373149,110803,2,1407168000,-2,-1
314739,88747,2,1393948800,-2,-1
209749,20977,5,1365868800,6866,-1
255659,69591,1,1378656000,-2,-1
366847,108446,2,1405612800,-2,-1
130466,32131,2,1341936000,-2,-1
100561,23331,2,1331654400,-2,-1
368627,109111,2,1406044800,-2,-1
46295,1432,5,1305388800,3310,-1
223078,14148,2,1369756800,-2,-1
234054,3921,2,1372780800,-2,-1
229120,61979,2,1371484800,-2,-1
226463,8225,5,1370793600,12932,-1
62832,14819,2,1314201600,-2,-1
45287,10594,2,1304956800,-2,-1
96685,23631,2,1330012800,-2,-1
275182,76255,2,1384099200,-2,-1
385687,115056,2,1410364800,-2,-1
101962,24935,2,1332172800,-2,-1
317072,656,2,1394380800,-2,-1
175000,30680,2,1355068800,-2,-1
114379,24398,15,1336579200,-2,-1
70620,16921,5,1318521600,5594,-1
37844,7318,2,1301068800,-2,-1
194187,7977,2,1361203200,-2,-1
43693,10247,2,1304265600,-2,-1
364264,107522,2,1404921600,-2,-1
64932,15386,2,1315497600,-2,-1
126114,31052,2,1340553600,-2,-1
338104,97135,2,1399651200,-2,-1
232429,62818,2,1372348800,-2,-1
226248,61292,2,1370707200,-2,-1
208844,29748,2,1365609600,-2,-1
334862,95848,2,1398787200,-2,-1
303954,85677,2,1391702400,-2,-1
172326,14778,2,1354204800,-2,-1
201046,23472,2,1363449600,-2,-1
298933,44204,5,1390924800,38146,-1
212607,57048,2,1366732800,-2,-1
325805,92483,2,1396540800,-2,-1
360616,105622,2,1404316800,-2,-1
370495,107903,2,1406563200,-2,-1
331163,94436,2,1397923200,-2,-1
177042,45824,3,1355673600,-2,-1
230025,62192,1,1371657600,-2,-1
117859,27135,2,1337875200,-2,-1
120733,5135,5,1338825600,11346,-1
205967,54862,2,1364832000,-2,-1
157294,32030,2,1349712000,-2,-1
348374,100787,2,1401638400,-2,-1
44824,3405,2,1304784000,-2,-1
247777,66701,2,1376323200,-2,-1
368405,108901,2,1406044800,-2,-1
343274,99491,2,1400601600,-2,-1
299607,66711,2,1391011200,-2,-1
323254,91515,2,1395849600,-2,-1
221391,59868,2,1369238400,-2,-1
144219,13378,2,1346169600,-2,-1
317512,89583,16,1394467200,-2,-1
348992,101055,2,1401811200,-2,-1
67288,14078,5,1316966400,5003,-1
261261,23124,2,1380211200,-2,-1
335154,95938,2,1398873600,-2,-1
352132,102738,2,1402243200,-2,-1
345330,99595,1,1401120000,-2,-1
230905,30415,5,1372003200,3488,-1
194224,2910,2,1361203200,-2,-1
98586,18870,2,1330876800,-2,-1
305984,84311,2,1392048000,-2,-1
235322,26962,2,1373126400,-2,-1
203104,52933,5,1364140800,21216,-1
8680,155,2,1283961600,-2,-1
51797,12093,2,1308412800,-2,-1
315381,88993,2,1394035200,-2,-1
354116,103432,2,1402761600,-2,-1
109598,26907,2,1335110400,-2,-1
258185,20520,2,1379433600,-2,-1
330222,93592,5,1397664000,41106,-1
321883,43547,2,1395590400,-2,-1
32414,7537,2,1298390400,-2,-1
320164,90490,2,1395072000,-2,-1
148889,35357,2,1347552000,-2,-1
201562,52653,2,1363622400,-2,-1
132115,18480,5,1342540800,2669,-1
367978,108851,2,1405958400,-2,-1
169263,43879,1,1353168000,-2,-1
194500,118,5,1361203200,7830,-1
220245,59555,2,1369065600,-2,-1
116150,28416,2,1337184000,-2,-1
348587,100828,1,1401638400,-2,-1
61238,2777,2,1313510400,-2,-1
147500,36015,2,1347206400,-2,-1
121695,2546,2,1339084800,-2,-1
222709,60172,2,1369670400,-2,-1
281508,68893,5,1386000000,20200,-1
357481,104471,1,1403539200,-2,-1
54062,12571,2,1309536000,-2,-1
284621,5026,5,1386864000,24457,-1
282552,78779,2,1386259200,-2,-1
354506,103559,2,1402848000,-2,-1
195308,50585,5,1361462400,11981,-1
239838,64937,2,1374249600,-2,-1
171261,44445,2,1353945600,-2,-1
228722,44103,5,1371312000,1349,-1
283248,78983,2,1386518400,-2,-1
251499,68300,16,1377446400,-2,-1
304817,83756,2,1391875200,-2,-1
289540,79353,2,1388592000,-2,-1
382491,423,2,1409587200,-2,-1
112702,27706,2,1336060800,-2,-1
1344,224,2,1279728000,-2,-1
255902,68917,2,1378742400,-2,-1
377301,111846,2,1408291200,-2,-1
140748,34399,2,1345132800,-2,-1
73504,17603,2,1319644800,-2,-1
64582,14525,2,1315324800,-2,-1
260980,71208,2,1380211200,-2,-1
221146,56911,2,1369238400,-2,-1
127943,31529,1,1341158400,-2,-1
308204,63389,2,1392566400,-2,-1
117125,5015,2,1337616000,-2,-1
274683,75061,11,1383926400,-2,-1
175963,45825,5,1355328000,17045,-1
118059,29179,5,1337961600,25133,-1
366155,108194,2,1405440000,-2,-1
215689,2491,2,1367683200,-2,-1
41278,9596,2,1302796800,-2,-1
342995,99439,1,1400515200,-2,-1
189117,48851,1,1359475200,-2,-1
45189,10538,2,1304870400,-2,-1
227662,61611,2,1371052800,-2,-1
148309,36015,2,1347465600,-2,-1
155724,38261,1,1349366400,-2,-1
312435,87688,2,1393430400,-2,-1
139078,26781,2,1344787200,-2,-1
213548,57392,2,1366992000,-2,-1
359598,104889,2,1404057600,-2,-1
359841,9009,5,1404144000,13950,-1
35946,8279,2,1300118400,-2,-1
21232,4975,2,1290873600,-2,-1
152970,38087,2,1348675200,-2,-1
307896,60490,2,1392480000,-2,-1
367149,108240,2,1405785600,-2,-1
373033,65828,5,1407168000,48931,-1
1161,56,2,1279641600,-2,-1
248344,67443,2,1376496000,-2,-1
138182,34016,2,1344441600,-2,-1
202751,53063,2,1363968000,-2,-1
289004,80903,2,1388332800,-2,-1
226700,29627,5,1370793600,22214,-1
181714,39114,2,1357574400,-2,-1
199423,51804,3,1362844800,-2,-1
72599,17419,2,1319212800,-2,-1
111650,27494,2,1335801600,-2,-1
156973,38977,2,1349712000,-2,-1
26366,5773,2,1294761600,-2,-1
141666,30607,5,1345392000,13398,-1
37476,2235,2,1300809600,-2,-1
283759,79192,2,1386604800,-2,-1
283150,79008,2,1386432000,-2,-1
348689,100918,2,1401724800,-2,-1
136201,33578,2,1343836800,-2,-1
352917,100128,1,1402416000,-2,-1
216609,58467,2,1367942400,-2,-1
303846,37860,2,1391702400,-2,-1
202204,52859,2,1363795200,-2,-1
207232,55275,2,1365177600,-2,-1
341814,99093,2,1400256000,-2,-1
228954,61943,3,1371398400,-2,-1
238166,64452,2,1373904000,-2,-1
221115,59810,5,1369238400,21846,-1
312776,87615,5,1393430400,8413,-1
291782,30136,2,1389283200,-2,-1
44455,3749,2,1304611200,-2,-1
328361,93493,2,1397145600,-2,-1
280846,78261,2,1385913600,-2,-1
360875,97893,2,1404316800,-2,-1
144657,34915,1,1346256000,-2,-1
336664,96599,2,1399305600,-2,-1
267655,19291,2,1381852800,-2,-1
318618,505,2,1394726400,-2,-1
283844,7136,2,1386604800,-2,-1
25018,5869,1,1293811200,-2,-1
305055,85624,2,1391961600,-2,-1
324153,91921,2,1396108800,-2,-1
128419,607,2,1341331200,-2,-1
246265,66858,2,1375891200,-2,-1
275334,37390,2,1384185600,-2,-1
224662,57414,2,1370275200,-2,-1
362181,106133,2,1404748800,-2,-1
292955,82128,2,1389542400,-2,-1
51007,11807,8,1307980800,4862,150
44105,10295,2,1304524800,-2,-1
305182,86016,2,1391961600,-2,-1
115160,1576,5,1336924800,9887,-1
224104,60636,2,1370102400,-2,-1
117161,28953,2,1337616000,-2,-1
115287,28462,2,1336924800,-2,-1
132913,18094,2,1342800000,-2,-1
82958,20002,2,1324224000,-2,-1
292459,81936,2,1389456000,-2,-1
338052,481,5,1399564800,45022,-1
88031,21257,5,1326988800,3162,-1
26139,6146,2,1294588800,-2,-1
216094,57195,8,1367769600,16615,100
138698,34128,2,1344614400,-2,-1
315901,89143,2,1394121600,-2,-1
145206,35535,2,1346428800,-2,-1
116574,9017,2,1337443200,-2,-1
237200,64151,2,1373558400,-2,-1
231287,62523,2,1372089600,-2,-1
329520,93878,2,1397491200,-2,-1
102967,25145,2,1332432000,-2,-1
292775,82045,2,1389542400,-2,-1
298261,83502,2,1390752000,-2,-1
334090,95456,2,1398614400,-2,-1
313229,88297,5,1393516800,36540,-1
224766,60862,2,1370275200,-2,-1
359044,84274,16,1403798400,-2,-1
324739,92121,2,1396281600,-2,-1
238198,15960,2,1373904000,-2,-1
218581,59064,2,1368547200,-2,-1
283254,78992,2,1386518400,-2,-1
174744,45414,16,1354982400,-2,-1
90199,13284,2,1327939200,-2,-1
355322,103830,2,1403107200,-2,-1
216518,58387,2,1367942400,-2,-1
316142,51534,2,1394121600,-2,-1
258044,26087,2,1379433600,-2,-1
201042,52273,5,1363449600,805,-1
354351,103459,2,1402848000,-2,-1
362382,106209,5,1404748800,45628,-1
257410,70156,2,1379260800,-2,-1
295593,82744,2,1390233600,-2,-1
357566,100277,2,1403625600,-2,-1
345157,33055,2,1401120000,-2,-1
334771,95416,5,1398787200,9253,-1
248065,7106,2,1376409600,-2,-1
317077,36183,2,1394380800,-2,-1
377592,34023,2,1408377600,-2,-1
52319,6726,2,1308672000,-2,-1
56285,3954,2,1310918400,-2,-1
174044,1450,2,1354723200,-2,-1
333478,32910,3,1398441600,-2,-1
333129,71204,2,1398355200,-2,-1
72751,7862,2,1319299200,-2,-1
259400,59708,2,1379865600,-2,-1
150254,37386,2,1347811200,-2,-1
293680,82329,2,1389715200,-2,-1
236127,63652,2,1373299200,-2,-1
377401,112436,2,1408377600,-2,-1
358359,652,2,1403712000,-2,-1
116979,28913,2,1337616000,-2,-1
267960,73078,2,1381939200,-2,-1
286268,79398,2,1387296000,-2,-1
172791,6065,2,1354377600,-2,-1
122068,26280,2,1339257600,-2,-1
157296,39028,2,1349712000,-2,-1
236186,63565,2,1373385600,-2,-1
188999,47076,2,1359388800,-2,-1
339767,97739,1,1399996800,-2,-1
131393,32370,2,1342368000,-2,-1
344869,100069,5,1401033600,27403,-1
356363,104261,2,1403366400,-2,-1
315263,88918,2,1394035200,-2,-1
369592,66616,2,1406304000,-2,-1
336621,96544,1,1399305600,-2,-1
349122,16969,8,1401811200,28183,50
322365,64289,2,1395676800,-2,-1
266843,72680,2,1381593600,-2,-1
45181,4311,2,1304870400,-2,-1
48084,11238,2,1306252800,-2,-1
145592,35623,2,1346601600,-2,-1
240725,65185,2,1374508800,-2,-1
236819,64023,2,1373472000,-2,-1
233966,63221,2,1372780800,-2,-1
359492,105198,1,1403971200,-2,-1
38266,8919,2,1301328000,-2,-1
220289,52956,2,1369065600,-2,-1
254303,69175,16,1378224000,-2,-1
189691,49052,2,1359648000,-2,-1
247649,67255,2,1376323200,-2,-1
156298,37988,3,1349539200,-2,-1
42902,9975,2,1303833600,-2,-1
9085,2595,1,1284220800,-2,-1
220305,59199,2,1369065600,-2,-1
337527,96930,2,1399478400,-2,-1
187063,47676,2,1358697600,-2,-1
248673,67551,2,1376582400,-2,-1
299234,83733,2,1390924800,-2,-1
