id,posttypeid,creationdate,score,viewcount,owneruserid,answercount,commentcount,favoritecount,lasteditoruserid
39138,1,1349873910,1,605,14838,1,3,-1,930
7249,1,1297756329,5,906,2719,2,0,1,88
76559,1,1384399931,0,56,21031,0,0,-1,-2
63671,2,1373273272,8,-1,21846,-1,1,-1,21846
61629,2,1371084313,13,-1,11639,-1,4,-1,-2
93251,1,1397056994,4,52,43511,1,0,-1,7290
84281,2,1391406684,0,-1,16134,-1,1,-1,-2
18102,1,1320762546,3,257,7282,2,5,2,7199
33923,1,1344408294,6,5671,10776,4,0,2,10776
6423,2,1295552931,8,-1,2073,-1,0,-1,-2
113972,1,1409557210,4,36,40443,0,2,-1,40443
87111,1,1392761002,1,427,40413,2,2,-1,2116
49403,1,1360135532,2,273,20547,1,0,-1,686
22761,2,1329145110,4,-1,7972,-1,0,-1,-2
60640,1,1370128640,3,141,339,2,0,-1,183
82736,2,1390106239,0,-1,31019,-1,0,-1,-2
72153,1,1381134247,3,61,31182,1,0,-1,22047
111164,5,1407457999,0,-1,6961,-1,0,-1,6961
83464,1,1390792844,0,131,4344,1,4,-1,-2
71738,2,1380720530,2,-1,29694,-1,2,-1,29694
69959,1,1379058037,1,284,29176,0,1,-1,29176
93738,5,1397463269,0,-1,7290,-1,0,-1,27403
6585,2,1296040449,6,-1,449,-1,1,-1,449
74751,1,1383716677,1,318,32400,1,8,-1,805
31773,2,1341553172,1,-1,601,-1,2,-1,601
33271,1,1343473156,0,479,12934,1,2,-1,88
91938,2,1396190220,0,-1,805,-1,2,-1,-2
49024,2,1359646459,1,-1,4253,-1,8,-1,-2
49891,1,1360706690,1,110,20791,1,11,-1,805
32192,2,1342097782,3,-1,4505,-1,3,-1,-2
63672,2,1373273423,0,-1,8013,-1,0,-1,-2
77888,1,1385554553,1,141,10416,1,4,-1,-2
63670,2,1373272673,1,-1,686,-1,0,-1,-2
22593,2,1328857788,25,-1,1764,-1,1,-1,-2
104128,2,1403240261,1,-1,30815,-1,2,-1,-2
88710,2,1393912726,1,-1,40608,-1,3,-1,-2
85472,2,1391557075,2,-1,16709,-1,1,-1,-2
70321,2,1379438488,1,-1,17072,-1,2,-1,-2
112928,1,1408697423,0,12,13636,0,0,1,13636
71949,2,1380901251,1,-1,20587,-1,0,-1,-2
21593,2,1327352681,5,-1,8207,-1,1,-1,-2
72044,2,1381019858,3,-1,13519,-1,0,-1,13519
30504,1,1339715833,3,526,1443,1,1,-1,183
60341,2,1369801991,2,-1,20381,-1,3,-1,20381
1352,1,1281053173,10,864,144,4,0,4,88
180,2,1279555580,4,-1,90,-1,0,-1,-2
109495,1,1406374157,0,9,52864,0,0,-1,-2
73211,2,1382122037,0,-1,31507,-1,2,-1,-2
63049,1,1372676603,5,252,27514,1,0,-1,26338
89542,2,1394477049,2,-1,6828,-1,2,-1,-2
41455,2,1351518651,4,-1,7071,-1,0,-1,7071
14242,2,1313303889,3,-1,686,-1,1,-1,-2
33224,1,1343400942,2,169,5111,1,0,1,7290
58533,1,1368033707,2,118,3052,0,0,-1,-2
47857,1,1358315197,4,582,19738,2,2,0,19738
30831,2,1340199382,3,-1,7555,-1,2,-1,-2
5384,2,1292071776,1,-1,279,-1,0,-1,-2
1728,2,1281913765,3,-1,438,-1,0,-1,438
65614,1,1374767123,6,224,1005,2,0,2,-2
31888,2,1341713278,5,-1,8402,-1,2,-1,8402
78913,2,1386446079,1,-1,34658,-1,2,-1,22047
65873,2,1375057331,7,-1,805,-1,0,-1,805
86848,2,1392612004,3,-1,805,-1,0,-1,805
50531,1,1361434661,1,48,12542,0,5,1,-2
62393,2,1371955783,1,-1,24865,-1,2,-1,-2
108769,2,1405956252,0,-1,22287,-1,4,-1,22287
108808,1,1405982778,0,33,12492,1,0,-1,-2
61132,2,1370564526,2,-1,22047,-1,7,-1,22047
44495,2,1353975851,15,-1,8507,-1,3,-1,8507
50136,2,1361014337,3,-1,919,-1,0,-1,-2
40882,2,1350803179,3,-1,5739,-1,2,-1,5739
95414,1,1398588666,2,105,31420,1,0,-1,31420
82949,2,1390303105,7,-1,17230,-1,0,-1,17230
100788,1,1401624993,0,29,46528,0,0,-1,-2
26880,1,1334978079,0,227,4559,1,2,-1,4559
62291,1,1371806830,3,285,27158,1,14,1,27581
85877,2,1391840598,2,-1,273,-1,0,-1,-2
61654,1,1371098023,2,49,26844,1,0,-1,22468
73485,2,1382427814,1,-1,11748,-1,1,-1,11748
103806,2,1403050381,4,-1,22047,-1,3,-1,22047
36144,2,1347378065,0,-1,14016,-1,1,-1,7290
114575,1,1410029896,0,6,14515,0,0,-1,-2
51263,2,1362315941,0,-1,20898,-1,0,-1,20898
9870,2,1303449497,5,-1,887,-1,0,-1,-2
48850,1,1359502930,2,74,20255,1,0,1,17230
80514,1,1387920676,0,55,36550,1,0,-1,36550
47113,1,1357480874,4,466,18414,1,1,1,-2
50187,1,1361091494,0,35,20951,0,6,-1,-2
73376,1,1382340951,4,1049,11667,2,0,1,-2
38000,1,1348596756,1,237,13522,0,1,1,-2
40689,5,1350555239,0,-1,0,-1,0,-1,0
83164,1,1390481810,0,24,37743,0,0,-1,-2
94487,2,1398003214,3,-1,9568,-1,0,-1,9568
114655,1,1410106471,2,19,21160,1,0,-1,-2
103043,1,1402488422,2,32,48210,1,2,-1,7290
99207,1,1400438980,2,29,39601,1,0,-1,-2
43860,1,1353174741,1,21,16265,0,1,-1,16265
60367,2,1369821271,1,-1,17230,-1,0,-1,17230
108988,1,1406078377,1,17,32397,0,0,-1,-2
39216,1,1349943062,0,164,2020,2,5,1,2020
56968,2,1366699270,0,-1,24341,-1,1,-1,-2
96314,1,1399170940,0,101,44001,2,4,-1,44001
105835,2,1404473544,4,-1,1036,-1,2,-1,-2
37764,2,1348229111,2,-1,14272,-1,3,-1,14272
67136,2,1376272040,3,-1,4253,-1,4,-1,-2
93015,2,1396935785,0,-1,38102,-1,0,-1,-2
19165,1,1322630293,3,787,6412,1,5,-1,88
44754,2,1354217336,0,-1,8207,-1,2,-1,-2
74272,2,1383214704,5,-1,2958,-1,3,-1,-2
64475,1,1373946679,2,103,27603,3,2,-1,-2
40858,2,1350777598,1,-1,13684,-1,0,-1,-2
100309,2,1401239497,0,-1,46087,-1,7,-1,46087
100141,2,1401140948,11,-1,13818,-1,1,-1,13818
53168,1,1364131116,3,272,22462,2,0,-1,22462
103567,2,1402906499,0,-1,48148,-1,9,-1,48148
79344,1,1386745505,1,64,10619,0,0,1,0
105011,1,1403841717,1,68,49123,2,0,1,-2
56658,1,1366403999,2,1279,24577,2,1,-1,14741
24937,1,1332226027,5,6560,6512,1,5,2,7290
88387,1,1393664782,6,102,36510,1,0,-1,88
67015,1,1376122199,2,92,-2,1,0,1,-2
15179,2,1315012488,0,-1,-2,-1,2,-1,-2
39220,1,1349945496,3,90,14415,0,0,-1,14415
84287,1,1391409753,2,70,38448,1,1,-1,22311
58671,1,1368185165,2,60,18334,0,6,-1,18334
103791,2,1403045270,0,-1,48559,-1,0,-1,32036
5087,1,1291274284,4,547,1124,1,0,1,-2
38302,1,1348953638,1,206,14487,1,0,-1,11032
1641,2,1281670928,5,-1,702,-1,0,-1,-2
2576,1,1284207634,6,664,840,5,0,1,930
65946,2,1375098872,0,-1,24664,-1,0,-1,-2
38206,2,1348826429,0,-1,14411,-1,3,-1,-2
91916,2,1396175800,2,-1,104,-1,1,-1,-2
113913,2,1409501223,2,-1,34658,-1,2,-1,34658
114279,1,1409766087,1,17,31372,0,0,-1,-2
71640,1,1380646339,2,265,2040,3,5,-1,22047
103911,1,1403094764,1,30,40120,1,3,-1,-2
12224,2,1308727573,7,-1,2958,-1,3,-1,-2
92151,2,1396339282,0,-1,40967,-1,0,-1,-2
56407,2,1366203594,2,-1,1739,-1,3,-1,1739
50808,2,1361771066,0,-1,20637,-1,0,-1,-2
33245,2,1343443276,4,-1,11032,-1,0,-1,-2
32263,2,1342186317,1,-1,12605,-1,6,-1,-2
30095,2,1339154052,13,-1,887,-1,1,-1,-2
37419,2,1347852471,0,-1,11032,-1,14,-1,11032
107712,1,1405147918,2,40,51968,0,4,-1,-2
38592,2,1349260719,2,-1,11032,-1,2,-1,11032
66525,2,1375615334,3,-1,8451,-1,2,-1,17230
72745,2,1381737814,1,-1,6248,-1,7,-1,6248
70646,2,1379739947,0,-1,13804,-1,0,-1,-2
44685,1,1354160709,0,37,5795,2,0,-1,-2
55918,2,1365727226,3,-1,805,-1,1,-1,805
7126,2,1297480740,1,-1,2456,-1,6,-1,2456
62245,2,1371764440,1,-1,12518,-1,1,-1,-2
10480,1,1304781861,4,669,4401,2,3,1,-2
70587,1,1379655915,5,109,30512,1,0,-1,7290
46257,2,1355913955,3,-1,17980,-1,1,-1,7290
52237,1,1363261550,2,554,17590,1,0,1,930
34561,1,1345218648,2,112,13063,0,0,-1,-2
15806,2,1316513176,2,-1,6396,-1,0,-1,-2
50274,1,1361196626,1,93,21002,1,3,-1,-2
111720,2,1407908226,1,-1,22311,-1,0,-1,22311
26015,2,1333751310,0,-1,7497,-1,0,-1,-2
107735,2,1405172315,4,-1,39702,-1,1,-1,-2
80189,1,1387467080,8,1283,34856,0,0,1,34856
91380,1,1395777449,0,39,42185,0,0,-1,-2
74029,2,1383023148,1,-1,28916,-1,0,-1,-2
103426,1,1402784057,0,23,48405,0,1,-1,-2
28045,1,1336473295,1,178,11184,1,1,0,7972
77163,1,1384943959,5,547,35077,1,4,-1,35077
85963,2,1391930474,0,-1,226,-1,0,-1,-2
58293,1,1367824078,2,315,8763,1,8,-1,8763
6793,2,1296585848,2,-1,2970,-1,0,-1,2970
90261,1,1395018698,1,36,31004,1,3,-1,-2
109176,2,1406167786,1,-1,603,-1,0,-1,603
47495,1,1357876541,1,185,16811,1,0,-1,-2
113647,2,1409237243,3,-1,805,-1,5,-1,805
68077,1,1377155050,8,942,12548,0,6,4,17230
103418,2,1402755389,10,-1,34,-1,0,-1,-2
86729,1,1392492254,1,55,1005,1,0,-1,-2
74091,1,1383080668,3,108,31872,2,1,2,805
103240,2,1402622951,1,-1,28671,-1,2,-1,-2
62690,2,1372271943,1,-1,2775,-1,3,-1,2775
49142,2,1359818610,13,-1,19879,-1,2,-1,-2
79219,4,1386660587,0,-1,26338,-1,0,-1,26338
114432,1,1409887351,0,34,31592,1,4,-1,26338
93493,2,1397210908,8,-1,24669,-1,0,-1,24669
33073,2,1343272316,1,-1,686,-1,1,-1,-2
105867,1,1404522289,1,85,35227,1,6,-1,35227
31334,2,1340913519,11,-1,12290,-1,1,-1,-2
54683,1,1364558867,1,160,17107,2,1,1,686
4487,2,1289563743,1,-1,1036,-1,0,-1,-2
61664,2,1371103241,2,-1,18563,-1,0,-1,-2
18694,1,1321829059,1,1285,7496,0,3,-1,919
46987,1,1357299119,1,97,10960,1,2,-1,10960
91520,1,1395878290,0,102,42625,1,0,1,26338
11237,2,1306301475,1,-1,11954,-1,0,-1,-2
89847,1,1394667161,2,37,32397,0,0,1,9249
54471,2,1364381665,2,-1,11623,-1,5,-1,-2
19326,1,1322986248,6,206,7787,1,4,1,449
45333,1,1354838797,1,365,-2,1,2,-1,919
96324,2,1399178733,1,-1,27608,-1,1,-1,27608
38637,2,1349320447,2,-1,14642,-1,2,-1,919
918,2,1280307878,3,-1,251,-1,2,-1,251
103668,2,1402971862,0,-1,805,-1,0,-1,805
111050,1,1407394512,2,38,42949,1,0,-1,42949
105358,2,1404164320,2,-1,36229,-1,2,-1,36229
41692,1,1351759999,1,207,8109,0,4,-1,88
55693,2,1365560965,45,-1,805,-1,2,-1,805
14067,1,1312911524,17,437,183,3,3,1,183
88537,1,1393798233,0,88,11748,0,7,-1,22047
61280,2,1370750447,4,-1,805,-1,7,-1,805
13703,2,1312110356,8,-1,5256,-1,1,-1,-2
31093,2,1340622919,3,-1,159,-1,1,-1,-2
85641,2,1391672572,1,-1,36545,-1,0,-1,-2
101138,1,1401865640,1,21,21160,0,0,-1,-2
30213,2,1339347600,0,-1,11032,-1,3,-1,-2
102646,1,1402272871,0,31,40740,1,5,-1,-2
38158,1,1348770497,2,223,14449,1,2,-1,-2
83943,1,1391109028,2,51,16612,1,3,1,-2
77244,1,1385006743,1,88,25433,1,3,-1,-2
49117,1,1359793443,4,485,20390,1,5,-1,919
113327,1,1409048466,0,26,54289,0,0,-1,32036
18935,1,1322194856,1,598,7138,1,0,3,88
47075,1,1357440416,0,59,16837,1,2,-1,-2
35509,2,1346478124,1,-1,12258,-1,0,-1,-2
87626,2,1393193325,0,-1,35319,-1,0,-1,-2
16500,2,1317732254,1,-1,6446,-1,0,-1,-2
64619,2,1374049642,1,-1,6029,-1,3,-1,6029
70905,2,1379998172,0,-1,14463,-1,1,-1,-2
30740,1,1340084770,7,207,6827,1,1,-1,-2
49643,2,1360397208,0,-1,20650,-1,0,-1,-2
97376,1,1399871210,0,19,5419,0,0,-1,-2
38165,1,1348788231,1,144,10064,2,2,-1,-2
56647,4,1366383181,0,-1,686,-1,0,-1,7290
47999,1,1358449577,0,116,19793,0,3,-1,7290
72915,2,1381857742,4,-1,28746,-1,9,-1,28746
78987,1,1386502228,3,35,32172,0,1,-1,-2
81662,1,1389185485,2,118,37053,0,4,-1,0
77962,2,1385621393,3,-1,22047,-1,0,-1,-2
56935,1,1366675409,6,139,24706,1,6,-1,22047
55374,2,1365298165,0,-1,18493,-1,4,-1,-2
23981,1,1330647835,2,509,6957,1,0,1,-2
95349,1,1398531653,0,14,44213,0,0,-1,-2
88547,2,1393809710,6,-1,25433,-1,3,-1,-2
96367,2,1399198018,0,-1,7828,-1,0,-1,-2
82011,1,1389512983,1,32,37217,0,0,-1,919
51079,2,1362058075,0,-1,7071,-1,3,-1,7071
65018,2,1374389928,1,-1,28286,-1,0,-1,-2
111867,1,1408001352,0,32,35400,0,1,-1,22311
64847,2,1374219038,4,-1,887,-1,4,-1,887
35632,2,1346677797,6,-1,11091,-1,9,-1,11091
104722,1,1403678207,0,37,48984,0,2,-1,48984
5825,2,1293655805,5,-1,795,-1,5,-1,-2
84246,1,1391392807,1,69,37842,1,3,-1,37842
59923,1,1369359581,1,113,5280,0,0,-1,5280
86951,2,1392652703,6,-1,805,-1,2,-1,805
71342,1,1380360851,0,123,30826,1,1,-1,88
92614,1,1396643954,1,29,43154,0,0,-1,-2
61599,2,1371047566,1,-1,25138,-1,1,-1,-2
45954,1,1355519778,2,368,17852,2,0,-1,13680
114555,1,1410006893,0,11,55344,0,0,-1,-2
19752,1,1323746213,3,237,7981,1,0,-1,-2
15371,1,1315542340,14,15372,9363,5,1,4,88
67499,2,1376554364,0,-1,29187,-1,2,-1,-2
48195,2,1358752796,1,-1,17463,-1,0,-1,-2
81229,1,1388830922,3,205,36869,2,2,3,36869
62739,2,1372313836,1,-1,14803,-1,7,-1,-2
34647,1,1345382755,1,361,13431,2,4,-1,8507
54753,1,1364648391,2,248,14550,0,6,-1,14550
78777,2,1386318393,0,-1,30611,-1,0,-1,-2
71668,2,1380670140,1,-1,30351,-1,0,-1,-2
106174,2,1404790799,0,-1,9619,-1,0,-1,-2
18141,2,1320818818,5,-1,4253,-1,4,-1,-2
66841,4,1375939799,0,-1,7290,-1,0,-1,7290
110169,2,1406798227,2,-1,28746,-1,2,-1,-2
82523,1,1389882366,0,22,35430,0,1,-1,32036
50820,2,1361787254,3,-1,919,-1,5,-1,-2
55042,2,1364958145,0,-1,11915,-1,0,-1,-2
110374,1,1406951987,0,24,53280,0,0,-1,805
115336,2,1410575959,0,-1,2074,-1,2,-1,-2
51064,1,1362046609,2,134,1138,0,1,1,-2
76680,1,1384511559,0,40,17786,0,3,-1,88
30818,1,1340182663,2,920,9998,2,4,-1,13047
79802,1,1386751047,0,18,-2,0,1,-1,-2
104756,1,1403690301,2,25,48996,0,1,-1,-2
86783,2,1392544177,0,-1,14827,-1,0,-1,24808
91842,1,1396091641,3,196,41309,1,2,1,919
79401,2,1386773318,1,-1,17190,-1,1,-1,-2
112962,1,1408719591,0,17,54554,0,5,-1,-2
40457,2,1350288459,7,-1,14857,-1,1,-1,-2
56362,1,1366174335,0,84,7255,1,0,-1,-2
114009,2,1409580064,1,-1,27556,-1,1,-1,22047
94326,1,1397853342,2,90,44058,1,0,-1,44058
71839,1,1380797173,0,50,31043,0,2,1,1390
112471,1,1408430098,1,14,32175,0,1,-1,-2
35500,2,1346472137,1,-1,11032,-1,0,-1,-2
44652,2,1354121936,1,-1,1860,-1,0,-1,-2
96477,1,1399271985,3,53,45005,1,0,2,-2
102824,2,1402378043,1,-1,805,-1,0,-1,805
78631,1,1386205077,1,87,16319,1,6,-1,16319
19836,1,1323870830,1,130,8012,1,0,-1,919
15264,2,1315304197,1,-1,5739,-1,0,-1,-2
71346,1,1380365300,0,192,28092,1,0,-1,13680
72500,2,1381418547,2,-1,25794,-1,2,-1,-2
106363,1,1404894187,0,15,6552,0,0,-1,-2
19728,2,1323701051,0,-1,5792,-1,1,-1,-2
1900,2,1282194106,7,-1,521,-1,0,-1,-2
86363,2,1392195205,1,-1,34658,-1,4,-1,-2
60936,2,1370396500,9,-1,4598,-1,0,-1,-2
114135,1,1409682403,0,35,13322,0,2,-1,13322
104536,2,1403581607,1,-1,30815,-1,1,-1,-2
103846,1,1403071876,0,35,48086,0,0,1,48086
22040,1,1328024568,11,344,7972,3,6,8,88
37612,1,1348051766,0,150,13799,1,0,-1,-2
100988,1,1401765718,3,35,30417,2,1,-1,-2
4133,2,1288662067,1,-1,1739,-1,0,-1,-2
55331,2,1365240713,2,-1,686,-1,5,-1,686
95565,1,1398687322,1,18,21521,1,0,-1,21521
113898,1,1409492593,1,28,55003,1,0,1,805
71941,1,1380896220,0,37,30705,0,0,-1,-2
54716,1,1364588439,3,103,17359,0,0,-1,17359
65516,1,1374692120,2,79,28443,1,3,-1,-2
47934,2,1358386320,5,-1,19767,-1,1,-1,19767
26551,2,1334571084,2,-1,1036,-1,0,-1,-2
97626,1,1400015418,1,22,31505,1,0,-1,-2
24628,2,1331704433,2,-1,1036,-1,1,-1,9847
108392,2,1405640679,0,-1,52261,-1,0,-1,-2
50159,2,1361042083,1,-1,20926,-1,2,-1,812
109051,2,1406104140,0,-1,8226,-1,1,-1,-2
87790,1,1393296481,1,18,40858,0,1,1,8413
112849,1,1408631284,2,30,26950,1,0,-1,-2
56981,1,1366707538,1,271,24732,2,2,1,25628
70794,1,1379915997,1,85,30595,1,0,-1,30595
103456,1,1402814669,9,276,9394,3,5,2,9394
21566,2,1327309927,13,-1,8076,-1,11,-1,8076
52221,2,1363251849,4,-1,7290,-1,1,-1,7290
53214,2,1364160700,0,-1,22452,-1,0,-1,-2
93401,1,1397161491,1,15,43589,0,4,-1,-2
35398,2,1346334199,1,-1,686,-1,0,-1,-2
4919,2,1290703895,0,-1,226,-1,3,-1,930
99166,2,1400397429,2,-1,44965,-1,20,-1,44965
81723,2,1389253223,2,-1,37041,-1,0,-1,-2
70237,1,1379384833,0,161,20864,0,4,-1,686
31081,2,1340614583,0,-1,12013,-1,1,-1,-2
109995,1,1406699886,3,26,53096,0,2,-1,53096
58141,1,1367674453,15,3809,25252,1,2,8,7290
72995,1,1381925819,5,132,6877,1,1,2,-2
23068,1,1329506366,11,369,8927,1,5,1,8927
71623,1,1380631625,1,55,30940,0,2,-1,-2
43984,2,1353337702,1,-1,17009,-1,0,-1,-2
111755,1,1407925368,3,38,54018,1,1,-1,805
100826,1,1401659050,0,71,46289,2,0,-1,46289
79811,1,1387172672,0,181,36265,1,0,-1,22311
50566,2,1361445850,2,-1,21125,-1,0,-1,-2
34930,1,1345687555,3,182,1834,2,1,-1,-2
89561,2,1394494711,1,-1,20875,-1,0,-1,-2
27419,2,1318852104,9,-1,1105,-1,1,-1,-2
92386,2,1396499262,1,-1,37627,-1,0,-1,-2
1914,1,1282202029,5,228,1004,1,0,-1,930
97879,2,1400144611,0,-1,44527,-1,1,-1,-2
74486,2,1383491672,5,-1,919,-1,0,-1,919
76326,2,1384228335,3,-1,159,-1,2,-1,-2
47094,1,1357468607,4,79,18407,1,0,1,7290
84347,1,1391450614,1,77,38272,0,1,-1,32036
3492,2,1286791663,1,-1,71,-1,2,-1,-2
37505,1,1347960412,0,59,9343,1,5,-1,686
97154,1,1399683820,0,22,45319,0,2,-1,-2
112908,2,1408689009,0,-1,54483,-1,0,-1,-2
104127,2,1403239689,0,-1,9619,-1,0,-1,-2
25208,1,1332590331,0,357,9976,0,10,-1,449
50758,2,1361698677,9,-1,3277,-1,2,-1,3277
96947,1,1399537639,0,36,45132,0,0,-1,-2
8254,1,1300065392,8,1714,3671,1,0,3,88
20733,1,1325960763,1,2100,8397,1,4,-1,930
76705,1,1384538286,3,108,28434,0,5,-1,19667
63207,2,1372814539,2,-1,14463,-1,9,-1,14463
78808,1,1386336316,2,534,12492,2,4,-1,12492
60359,1,1369815664,1,70,26271,1,1,-1,26271
35044,2,1345817645,4,-1,11032,-1,5,-1,-2
78529,1,1386135106,0,231,35074,1,1,-1,35074
100660,2,1401462557,0,-1,46427,-1,0,-1,-2
31791,2,1341565318,2,-1,1739,-1,1,-1,-2
58758,1,1368295436,2,64,183,0,1,1,-2
47149,1,1357538405,1,81,18433,1,4,-1,22047
9079,2,1301704306,4,-1,264,-1,2,-1,-2
87636,2,1393206989,3,-1,7180,-1,0,-1,-2
20347,2,1325106068,4,-1,919,-1,3,-1,919
17550,2,1319564627,2,-1,431,-1,0,-1,-2
23738,2,1330312018,1,-1,686,-1,0,-1,686
4392,1,1289380434,1,809,-2,1,2,-1,-2
90440,2,1395122684,0,-1,25,-1,2,-1,-2
29332,1,1338206582,9,397,139,3,1,5,-2
3512,2,1286848412,5,-1,887,-1,1,-1,-2
96382,2,1399207151,2,-1,8200,-1,2,-1,-2
71615,1,1380625167,0,199,28377,2,2,-1,28740
115051,1,1410363677,0,15,55569,0,0,-1,805
31951,1,1341830051,1,437,12491,1,0,-1,12491
94139,1,1397714220,1,29,17459,0,0,-1,-2
91687,1,1395986186,3,396,42698,4,5,1,27433
58702,2,1368234277,2,-1,805,-1,2,-1,-2
37584,1,1348035595,3,405,9013,1,5,1,9013
43562,1,1352861488,1,116,10017,0,7,-1,88
107619,1,1405064829,7,92,42434,1,0,1,7290
83334,2,1390639204,0,-1,29600,-1,0,-1,-2
51296,1,1362383761,17,10226,21532,3,2,7,7290
64425,1,1373899120,3,640,27969,2,0,-1,27969
58094,1,1367634264,0,1282,25231,2,4,-1,25231
3359,1,1286337156,5,1111,1512,1,0,1,8
65007,1,1374381878,1,76,27588,1,0,-1,7290
106346,1,1404888307,0,37,49790,0,2,-1,-2
58710,1,1368253608,2,293,25490,1,0,0,805
86106,2,1392026180,15,-1,8013,-1,0,-1,8013
111255,1,1407514866,0,18,53740,0,2,-1,44269
53115,1,1364060996,0,189,22435,0,6,-1,22435
114706,2,1410158295,0,-1,7795,-1,2,-1,-2
65865,1,1375048397,4,328,25862,1,10,1,25862
32916,1,1343116523,0,193,1618,1,1,-1,1618
56737,1,1366502571,4,1290,24575,1,0,1,24575
18756,2,1321918924,7,-1,5594,-1,9,-1,5594
46059,2,1355695011,1,-1,2959,-1,0,-1,-2
63090,4,1372706372,0,-1,7290,-1,0,-1,7290
15546,2,1315985295,0,-1,6301,-1,2,-1,6301
64765,1,1374151786,1,83,24157,0,3,-1,88
79942,1,1387271789,0,58,36333,0,2,-1,14443
63512,2,1373101983,2,-1,17230,-1,1,-1,-2
105777,1,1404433128,0,36,26272,0,0,-1,26272
96383,2,1399207457,10,-1,686,-1,9,-1,-2
71720,1,1380711369,9,412,2817,1,11,8,2817
94013,2,1397634438,2,-1,6828,-1,1,-1,-2
38719,1,1349405296,0,96,14674,0,9,-1,-2
90910,2,1395395601,1,-1,31135,-1,0,-1,8013
83585,1,1390878843,0,35,27174,0,0,-1,-2
80589,2,1388060463,2,-1,7290,-1,1,-1,930
79010,1,1386511750,0,30,35881,2,0,-1,-2
95133,1,1398380412,1,64,37976,2,0,-1,-2
34667,1,1345400798,8,260,-2,3,5,-1,-2
34402,2,1345039119,0,-1,11032,-1,0,-1,-2
82772,1,1390142688,1,52,37526,0,0,-1,-2
24437,1,1331363450,5,6220,8662,1,1,5,8662
56383,1,1366188166,1,64,24475,0,3,-1,7290
93563,1,1397297150,1,98,8724,1,0,-1,-2
58052,1,1367579619,1,78,25215,0,0,-1,25215
76425,2,1384303269,1,-1,4598,-1,0,-1,-2
95023,1,1398315301,0,28,16774,0,1,-1,22047
49902,2,1360728858,1,-1,686,-1,2,-1,-2
16690,2,1317989124,12,-1,2958,-1,3,-1,-2
58135,1,1367670787,2,99,8807,0,0,-1,8807
114353,1,1409816939,-1,16,55254,0,1,-1,-2
62048,1,1371557587,0,39,27037,0,9,-1,22047
48517,1,1359097861,2,452,19814,1,0,1,-2
105913,2,1404556259,1,-1,46482,-1,1,-1,-2
36093,1,1347342274,1,711,12710,0,3,-1,-2
102689,1,1402302529,0,31,6479,0,3,-1,-2
1562,1,1281534548,4,831,-2,4,0,2,159
29941,1,1338985286,5,201,11475,1,0,1,449
64977,2,1374326466,5,-1,22452,-1,0,-1,22047
33551,1,1343891451,5,271,12018,3,0,2,919
58419,1,1367932331,0,181,3310,2,2,-1,3310
96447,1,1399258666,0,60,26140,0,4,-1,-2
89443,2,1394425006,4,-1,4253,-1,0,-1,-2
114564,1,1410014062,2,94,7795,1,6,-1,805
67697,5,1376835155,0,-1,7290,-1,0,-1,7290
17737,1,1319958360,1,3492,7120,4,0,-1,22047
24011,1,1330689468,4,92,9568,0,0,-1,9568
82491,1,1389864325,0,58,37410,1,4,-1,-2
112830,1,1408623479,0,33,52151,0,1,1,52151
24994,1,1332295232,4,2961,9541,4,4,1,930
93347,2,1397120017,2,-1,3382,-1,5,-1,3382
112386,1,1408368984,0,27,45817,0,0,-1,45817
46372,1,1356044230,4,99,1378,1,2,1,1352
32309,1,1342288264,3,244,12641,1,4,-1,12641
81315,2,1388932873,4,-1,686,-1,1,-1,-2
95507,1,1398665017,0,35,36564,0,0,-1,36564
66509,1,1375606274,4,964,28806,1,0,2,7290
84224,1,1391368154,1,101,1005,1,0,-1,-2
61237,1,1370690411,2,78,26651,1,0,-1,7290
93956,1,1397584249,2,33,43282,1,0,-1,24808
72125,1,1381115844,0,44,31173,0,2,-1,805
1466,2,1281352428,4,-1,56,-1,2,-1,56
26743,1,1334793071,2,290,8402,2,0,2,2116
71759,1,1380731643,4,334,31004,3,4,-1,7290
80231,1,1387525858,1,172,32405,0,0,1,-2
10724,2,1305190693,2,-1,4505,-1,0,-1,-2
108794,2,1405971768,1,-1,52243,-1,0,-1,-2
80613,1,1388097703,1,37,34694,1,0,-1,-2
66243,2,1375334040,9,-1,4253,-1,0,-1,-2
92330,1,1396456618,1,58,21720,1,0,-1,32036
12351,2,1309024158,6,-1,3919,-1,2,-1,-2
57826,1,1367395782,1,106,7411,2,1,1,7411
82324,1,1389753206,0,14,35670,0,0,1,-2
80749,1,1388232459,3,150,14888,1,1,2,-2
1796,2,1282043285,1,-1,-2,-1,3,-1,-2
73951,2,1382940735,0,-1,31668,-1,2,-1,-2
97913,1,1400156004,2,29,28835,0,2,2,805
113459,1,1409128087,2,30,28185,1,2,-1,-2
99363,1,1400550757,0,27,36228,1,2,-1,-2
38349,1,1349037643,3,384,14519,1,8,0,6029
27192,1,1335445559,2,160,5166,1,0,-1,5739
60909,2,1370373129,4,-1,20381,-1,0,-1,-2
114173,2,1409701125,1,-1,2921,-1,0,-1,-2
44565,2,1354049860,2,-1,12463,-1,0,-1,-2
35339,2,1346246726,3,-1,9975,-1,0,-1,-2
111101,1,1407412721,1,14,29060,0,5,-1,-2
79917,2,1387256265,2,-1,25433,-1,9,-1,-2
71986,1,1380953845,5,130,18005,2,3,1,88
