id,posthistorytypeid,postid,creationdate,userid
135964,2,43663,1352964847,13138
301857,3,90068,1394803980,26151
140929,1,45096,1354601368,8694
269248,25,80537,1388131145,-2
245535,5,73445,1382416711,14421
248268,5,74190,1383150269,22047
385599,36,115020,1410348137,0
223857,2,67996,1377075329,8960
239571,2,71900,1380850181,2392
361272,3,108069,1405419548,52145
187887,24,58679,1368537977,-2
32709,1,11611,1307291508,4896
131178,5,41594,1351662799,686
362404,5,108383,1405633749,32036
315365,4,93599,1397364514,88
151671,1,47960,1358407188,9677
45941,2,15603,1316068856,1475
370433,2,110707,1407213736,53443
354898,2,105845,1404485330,49521
36081,2,12635,1309778211,1048
24275,2,9005,1301539811,686
198999,5,61906,1371429625,22047
95489,36,30394,1339579639,0
323637,36,95975,1398933454,0
308068,2,91659,1395970168,35657
214713,2,65672,1374830219,28508
197613,6,61575,1371038530,22468
68046,3,22277,1328355952,8966
263336,3,78955,1386484442,24097
290638,4,87144,1392784256,17230
248232,25,61966,1383140675,-2
170908,2,53422,1364351166,21846
310652,2,92317,1396447666,20710
125432,5,39229,1349951100,12603
240044,1,72021,1380984107,27795
163970,10,51398,1362477844,919
151556,24,25118,1358386425,-2
305208,2,90938,1395420781,1005
316409,1,93905,1397555223,28141
23113,2,8624,1300764743,2392
367767,3,109937,1406662640,48876
269324,2,80671,1388151490,0
149746,5,47438,1357807192,14434
274204,2,81992,1389495602,3277
190506,2,59732,1369211216,22452
322823,3,95736,1398784677,44698
130178,5,41304,1351331502,930
212291,24,62924,1374401696,-2
154925,2,48880,1359524143,20268
155467,2,49045,1359676353,11981
22555,2,8432,1300373533,1351
288906,3,86681,1392451568,40322
129409,6,41093,1351042635,-2
350219,5,104498,1403570621,32036
236818,1,71170,1380188199,26342
279959,3,83531,1390838849,35931
383379,2,114396,1409839370,55267
228615,24,69059,1378188691,-2
297014,1,88774,1393934162,41323
251306,2,75008,1383911682,7071
347984,5,103359,1403097916,805
250993,5,74921,1383833555,805
236989,5,71211,1380225439,7290
306766,5,91315,1395742458,7290
373490,5,111579,1407829370,23801
143555,36,45809,1355329128,0
306254,1,91191,1392483895,-2
327214,3,97013,1399590128,26272
275970,3,82467,1389854767,31972
211407,3,64814,1374201234,23891
122032,1,38249,1348873094,13669
295667,3,88406,1393672666,41172
111762,2,34761,1345517333,12750
182562,2,57536,1367173750,22468
936,2,434,1279698643,215
302878,5,90309,1395048554,42086
162812,2,51080,1362058972,8226
3866,1,1674,1281720703,511
341282,25,101354,1401986777,-2
212601,5,65099,1374460093,17230
78297,3,25286,1332745050,3591
55585,5,290,1321446455,919
66856,4,21907,1327846130,930
300852,2,89811,1394632335,9162
274603,2,82108,1389595470,36381
20210,6,7701,1298873526,2116
275775,24,82417,1389811110,-2
206129,4,63552,1373171585,919
211694,2,64893,1374238761,21262
35563,5,12485,1309349791,8
364181,5,108891,1406019801,52562
73326,2,23878,1330496483,887
243778,5,73018,1381940555,27403
313304,13,93024,1396944730,9394
65406,2,21461,1327139572,8076
86905,2,27888,1336284575,3700
11596,6,4585,1289874512,159
367227,2,109787,1406570039,32438
184452,1,58101,1367644174,10088
375796,5,112203,1408291965,54013
124490,2,38944,1349695454,8580
272490,1,81543,1389108607,32397
139177,2,44587,1354071718,26105
154570,2,48770,1359428210,7486
112238,5,34882,1345635039,919
130343,5,41320,1351401824,14506
301575,5,89799,1394760777,41816
370461,3,110710,1407215972,53449
353623,1,105486,1404240485,13107
235963,5,70945,1380020766,-2
123828,1,38765,1349465348,14697
340759,1,101225,1401908886,46523
386029,2,115167,1410434927,5829
286024,3,85916,1391870008,28666
224373,2,68137,1377200946,3310
207110,5,63801,1373362855,1005
319072,2,94654,1398127368,44023
191088,2,59913,1369337872,5676
251499,3,75052,1383981094,226
220530,3,67073,1376208095,26658
220816,2,67148,1376284413,20884
177090,5,55932,1365747434,183
206254,3,63585,1373198613,27489
201816,16,62569,1372146382,7117
124689,5,39004,1349761049,4856
108762,3,34038,1344553598,13200
306232,1,91184,1395652440,35736
16330,1,6404,1295466546,827
112707,2,35008,1345785650,5739
220779,5,66935,1376272554,22047
313844,3,93192,1397028262,11060
217662,2,66424,1375503434,12329
237460,6,70973,1380351408,7290
286010,4,85903,1391868151,7290
190275,6,18151,1369144368,7290
312872,2,92917,1396873029,36041
210184,5,64519,1373981761,22047
198143,5,61685,1371163929,6029
55305,6,18425,1321345580,919
243987,5,72886,1382000532,22311
248754,2,74321,1383287734,7555
88045,5,28194,1336655590,4856
203267,2,62912,1372495604,0
210448,3,64585,1374035622,17025
23176,2,8642,1300791518,3847
270892,5,81091,1388720734,36811
129456,2,41105,1351052343,16213
170591,2,53322,1364273652,20085
221172,1,67257,1376371634,24975
311206,3,92472,1396539318,42610
308504,1,91790,1396033178,26027
190143,1,59636,1369119485,5635
114111,2,35381,1346315599,1549
138374,5,44360,1353780616,12318
287330,3,86283,1392141043,40076
319007,5,94631,1398108189,7290
107925,2,33819,1344282956,5739
231275,5,69614,1378816173,7071
115752,2,35790,1346913783,401
1772,16,835,1280224668,0
362709,3,108476,1405694745,28659
381543,1,113901,1409493159,41792
240076,6,72023,1380990908,7290
103694,3,32641,1342695536,2817
200244,5,62208,1371719220,7290
103619,6,32580,1342676313,7290
161714,5,50712,1361704909,17096
293126,3,87750,1393265686,37632
170447,2,53280,1364221191,22022
55781,5,5543,1321540982,1381
196266,5,61235,1370694157,11405
80329,2,25876,1333545298,7972
201414,1,62471,1372054090,1005
632,2,296,1279601668,127
184223,1,58032,1367567230,25206
130423,2,41380,1351427670,-2
295886,3,88457,1393744546,24627
295660,12,88389,1393670821,39526
363581,1,108708,1405919558,52467
366355,1,109542,1406423513,52884
366692,5,109621,1406481906,805
307561,2,91519,1395878143,31612
316620,2,93963,1397595397,805
386632,1,115316,1410539504,55714
138216,25,44313,1353700911,-2
95753,2,30470,1339667351,4856
51579,1,17298,1319041191,6934
181507,5,57240,1366882963,11852
169053,5,51999,1363805430,16612
188830,5,59259,1368761488,25103
371450,2,111028,1407384360,40215
308713,1,91827,1396084163,42743
140190,5,44888,1354375727,805
23531,2,8754,1301010324,3019
213059,6,65234,1374546691,686
273962,3,81929,1389423196,35873
43917,5,14980,1314696504,1909
218965,5,66738,1375852887,6029
216518,2,66121,1375242614,27325
327024,2,96975,1399547323,2860
372817,3,111388,1407678879,49545
6025,2,2582,1284230914,183
208516,24,7263,1373605409,-2
1109,2,526,1279797461,88
174023,2,55043,1364958301,17230
157883,24,49693,1360493086,-2
182616,1,57552,1367198467,24702
42137,5,14426,1313599392,8101
131156,5,41580,1351653479,3277
327738,1,97158,1399685628,23622
130832,2,41496,1351561973,16380
135003,3,43380,1352661964,16740
317111,1,94096,1397687694,19917
375416,2,112138,1408185963,54165
238558,6,71631,1380639088,30438
37266,4,12962,1310518092,88
332429,2,99156,1400390584,26338
160184,2,50341,1361259745,3293
142339,4,45480,1355021176,930
232969,2,70142,1379313858,7555
196213,1,61232,1370683186,26645
60225,3,19902,1323998771,6412
280675,2,83727,1390968293,38167
109096,5,34134,1344666779,7290
368731,1,110212,1406821400,53212
196528,4,61308,1370785644,22047
335780,5,100006,1401088670,28524
240488,3,72127,1381120234,31151
360054,2,107728,1405169804,51895
243588,5,72814,1381912048,31477
291296,4,87277,1392884206,22047
237555,2,71353,1380373564,27261
41985,5,14388,1313550746,5256
312912,2,92931,1396878166,36041
215171,2,65774,1374932743,26338
254758,5,76627,1384490698,34809
290707,10,73272,1392795692,919
104688,2,32885,1343083907,4889
319490,2,94781,1398177719,8013
321174,2,95280,1398474027,4598
110719,3,34502,1345153653,1146
378278,2,112967,1408733561,26956
288563,3,86614,1392371608,9816
174079,2,55059,1364972913,22452
23638,36,8789,1301106249,0
304489,3,90739,1395305817,42275
170759,1,53377,1364302647,20884
267967,2,80294,1387590847,16049
248585,5,74278,1383229129,22468
323040,25,94901,1398829054,-2
285132,2,85683,1391694616,39651
59838,2,19788,1323782640,3125
381037,5,113508,1409329604,54724
245429,2,73442,1382396239,0
24429,2,9049,1301639418,3484
371762,5,111126,1407423410,53658
164895,5,51669,1362710361,6633
27098,2,9868,1303444812,-2
153884,1,48584,1359182696,20114
60643,4,20001,1324306624,930
224156,5,68081,1377157057,26140
167038,6,52299,1363319116,22034
383589,2,114445,1409898422,27581
217672,3,66426,1375506595,9146
199637,3,62066,1371585219,7071
347387,2,103769,1403015868,805
121462,1,38086,1348701449,12710
111787,5,34765,1345521568,-2
287827,5,86415,1392228127,7071
344007,5,102829,1402379122,48097
135912,5,43637,1352947667,686
293624,1,87872,1393338155,27381
238298,2,71564,1380596811,30918
271457,2,81263,1388876905,27089
102641,6,4735,1342357082,8413
354908,2,105847,1404487892,49279
190823,2,59829,1369286001,20556
275621,3,82384,1389783630,37347
272420,3,81523,1389086854,13837
191536,5,59998,1369478443,88
110766,2,34513,1345171330,13373
319390,2,94751,1398166102,4505
359738,2,107636,1405072360,51936
130850,2,41502,1351571773,0
299090,5,89326,1394311991,24808
302860,16,90162,1395046831,919
135936,2,43648,1352954634,16837
380300,2,113568,1409203827,39588
80671,1,25981,1333690836,10428
250542,2,74795,1383747788,32304
340194,5,101020,1401821871,7290
257348,5,77355,1385101983,19744
236143,2,71001,1380077897,12053
131153,6,40995,1351651269,930
369054,1,110320,1406892724,16175
285111,10,53000,1391692304,919
322717,2,95701,1398773459,919
291704,24,87323,1392939069,-2
174929,2,55302,1365197206,18192
262208,3,78643,1386219667,34811
157796,3,49675,1360442951,20686
147255,3,46776,1356955758,12357
146135,6,24059,1356314666,3826
174821,6,55200,1365156497,23939
115980,1,35858,1346991429,10812
212534,3,65086,1374446057,27779
298849,5,88769,1394264105,1005
334499,2,99761,1400766376,46033
147361,3,46802,1357033588,18230
216188,4,66017,1375168875,22047
211292,2,64788,1374171719,9244
148813,5,47190,1357567045,18448
238569,4,71631,1380640878,805
321564,2,95373,1398565967,686
344141,2,102867,1402390997,35751
41942,2,14386,1313521164,5836
335752,3,100087,1401085003,46186
343653,4,102722,1402318821,7290
310920,2,92384,1396498278,43020
135416,1,43500,1352792582,16810
179958,2,56758,1366526447,22575
8622,3,3526,1286873612,-2
12130,5,4804,1290433821,603
369221,2,110361,1406934884,53273
340626,2,101197,1401883426,46726
210885,2,64685,1374109635,442
245239,6,72898,1382346352,31539
134995,2,43378,1352661780,8207
379070,1,113185,1408960762,52151
217762,24,66446,1375524732,-2
132204,2,41876,1352036388,16524
48286,1,16312,1317415251,5864
123357,2,38623,1349301750,12415
47017,3,15934,1316688580,4559
106566,1,33411,1343714573,12895
360936,2,107973,1405375293,49296
322400,5,95620,1398742824,30201
208479,6,64038,1373596285,930
109937,25,34309,1344938028,-2
294125,2,88014,1393407671,8580
226841,4,68205,1377776589,17230
82657,2,26585,1334609405,10488
115654,4,35762,1346886640,-2
168636,2,52758,1363700368,805
205284,2,63366,1372937458,21919
42888,5,14660,1314020128,2750
183054,1,57688,1367296291,14646
201381,2,62468,1372051584,21054
265235,2,79490,1386848016,36107
324226,3,96146,1399028793,24031
205433,6,61935,1372980741,930
150141,4,47532,1357914082,930
195983,2,61192,1370605307,24388
295020,2,88230,1393535843,29537
316639,3,93968,1397601677,43879
259979,4,78042,1385694653,19744
362508,3,108418,1405656830,51861
8634,2,3532,1286885689,8
233053,3,70165,1379326747,30361
5161,3,2230,1283198241,1106
298557,25,67623,1394192051,-2
307105,2,91409,1395795198,11849
366927,2,109704,1406532164,37627
170257,5,53227,1364183579,22095
304979,6,90871,1395384077,919
203613,5,62974,1372605114,805
36356,25,12714,1309937205,-2
122074,2,38257,1348883442,10069
336055,5,20963,1401165315,603
301549,3,89986,1394755166,41907
192000,3,60134,1369640598,26200
286309,5,85987,1391951143,88
116127,38,26970,1347026516,919
97553,3,30967,1340372553,11145
342188,2,101592,1402218363,46958
159683,10,48532,1361110302,919
354661,2,105781,1404435329,21054
363649,1,108728,1405928286,52470
134842,25,43299,1352599147,-2
74866,2,24347,1331213166,3382
104254,4,32767,1342916935,8507
105136,1,33021,1343205116,12847
236846,2,71176,1380194138,30761
153901,3,48587,1359188509,20119
245371,2,73425,1382377450,28363
128366,2,40795,1350667916,16089
124219,3,38874,1349623417,2719
348553,5,104040,1403198472,7397
223039,5,59266,1376897507,26338
384639,1,114737,1410173533,55433
350754,2,104683,1403662564,28740
289668,1,86890,1392628688,40424
237412,2,71327,1380344241,30705
132050,1,41841,1351976278,14433
110401,5,34414,1345059620,5836
350237,3,104517,1403572497,30417
21609,3,8142,1299775527,3595
297320,2,88860,1393983323,20637
149517,5,47379,1357762663,18274
142436,12,45504,1355045245,6633
35722,4,12525,1309466177,2970
345133,6,102958,1402552923,46523
256349,1,77080,1384894469,26221
172088,5,45859,1364386171,17072
135649,1,43562,1352861488,10017
89972,6,28642,1337352345,919
256368,2,77087,1384908421,1709
316985,2,94064,1397660704,805
216799,5,60705,1375297222,805
310266,5,92210,1396398980,32036
127291,5,38866,1350313095,6479
21030,1,7955,1299478205,3525
263031,3,78872,1386411868,35818
155721,5,46833,1359779389,686
82749,3,26608,1334645507,6133
240540,3,72139,1381125984,30623
122740,6,38447,1349123629,9249
242401,1,72631,1381572208,31422
130366,2,41364,1351408865,14582
377218,1,112660,1408528783,13022
151845,5,47953,1358468301,1352
297318,1,88859,1393983162,41358
156360,5,46106,1360010881,17880
86859,1,27877,1336258024,11124
244927,24,73300,1382264838,-2
268701,1,80500,1387884781,24993
54847,2,18299,1321102386,7341
279320,3,83364,1390681056,9244
361616,5,108145,1405492729,52187
137725,25,44169,1353538910,-2
339921,1,100990,1401766232,2329
304187,3,90659,1395257052,11832
24613,2,9118,1301771931,4004
120513,2,37823,1348327102,1102
204953,2,63307,1372874107,27615
385305,3,114937,1410306377,53561
188296,2,59138,1368606604,18279
85044,2,27308,1335610605,10944
261097,5,77984,1385985791,24515
270241,2,80932,1388466719,16709
380828,4,113711,1409302366,22047
14735,2,5809,1293609743,364
306991,1,91373,1395771566,28545
141485,25,45239,1354737714,-2
136843,2,43917,1353282486,8252
242728,5,72533,1381709818,30186
303689,2,90532,1395187369,37593
375002,3,112027,1408090095,3614
239555,5,71835,1380847635,17230
334699,1,99813,1400817308,46059
219491,3,66876,1375968409,7870
56257,2,18704,1321848403,364
364640,2,109028,1406095234,52485
178103,3,56215,1366053649,8006
156479,1,49300,1360048135,20486
330525,2,97921,1400162689,22468
67389,2,22079,1328083369,8882
188608,2,59226,1368698406,22047
319454,4,94759,1398171155,7290
108593,3,33996,1344500637,11475
282170,5,77873,1391304536,35396
250038,3,74650,1383638216,32345
70515,2,23028,1329440291,9251
314805,5,93074,1397205976,43289
284037,24,85366,1391475598,-2
380379,2,113595,1409215534,54868
85173,3,27351,1335693620,7119
375915,24,112263,1408326342,-2
168515,25,52709,1363682631,-2
296973,3,88763,1393930834,2164
272720,3,81608,1389161890,37030
167458,5,52340,1363416934,4505
161388,2,50681,1361585547,7744
166136,2,52033,1363097755,11748
144838,2,46154,1355783216,892
276505,3,82611,1389946121,25174
21110,2,7983,1299514956,530
125707,2,39314,1350048945,12715
183564,2,57834,1367397912,22047
83226,6,8220,1334807414,930
4116,4,1776,1282016186,88
57476,3,19069,1322470095,7661
346387,2,103479,1402830059,13950
385961,3,115147,1410428351,55627
335375,2,99987,1400991145,686
234339,1,70528,1379589565,30484
265933,5,79688,1387035435,805
46491,5,15770,1316432291,930
217114,5,66287,1375357448,7290
215787,5,65921,1375087287,22047
159982,2,50282,1361208592,21007
354469,2,105724,1404388080,49469
221826,2,67447,1376503651,29171
337667,3,100635,1401442684,20279
195562,5,60083,1370513597,21054
36814,5,12830,1310221192,3774
245310,2,73409,1382358643,28904
185546,25,58403,1367927983,-2
33351,1,11807,1307703010,4862
735,1,341,1279620749,88
274844,2,82187,1389623371,37276
53303,2,17822,1320147085,873
2895,16,1317,1281008513,0
315983,3,93777,1397480936,20148
237970,2,71467,1380513125,30201
108876,3,34072,1344587114,13208
297037,3,88781,1393937306,31844
53968,1,18023,1320611194,3098
263762,5,79074,1386573164,88
250168,3,74692,1383664917,32371
238398,2,71595,1380614096,17475
225090,1,68304,1377428876,19917
232788,1,70100,1379266028,22435
248510,2,74262,1383207128,31334
52836,2,17687,1319805849,6096
189798,2,59533,1369037370,603
135982,5,16036,1352968409,7290
337140,5,100467,1401347109,46367
44620,5,15202,1315187341,6153
139474,4,44661,1354146032,3826
154067,2,48634,1359275159,7486
362337,13,108359,1405611832,805
116604,5,35858,1347246565,10812
335947,2,100135,1401136815,46211
348651,1,104103,1403227644,40547
110800,4,34509,1345182538,88
34127,5,12028,1308280661,22
10140,2,4072,1288351467,-2
294590,3,88139,1393483601,41000
323535,1,95948,1398921606,39728
317137,5,94104,1397693396,3277
256055,6,76988,1384836368,264
147375,2,46808,1357037315,18234
108721,2,34030,1344537884,13197
15878,4,6243,1294964254,2634
304067,2,90627,1395232958,41429
313548,2,93110,1396979905,43427
76211,3,24717,1331810208,8454
156320,5,49213,1359992192,805
95285,2,30342,1339512387,11032
204493,1,63198,1372808204,27576
144835,1,46152,1355781879,13473
203296,6,62905,1372501427,27467
226467,5,68621,1377697882,27581
142538,1,45532,1355065176,13378
240643,3,72161,1381141383,31191
129468,4,41105,1351054732,88
308998,2,91891,1396156235,42743
204282,5,63146,1372750669,27330
361330,1,108086,1405429099,24626
349972,3,104444,1403208453,48725
135247,1,43453,1352736337,16786
98472,2,31214,1340772357,12265
103133,2,32486,1342522197,12681
340583,25,101178,1401878763,-2
230962,3,69635,1378767188,17833
258201,2,77547,1385303141,8076
94150,1,30001,1339058493,11475
288088,1,86478,1392288385,40213
108088,3,33864,1344330593,13141
313353,2,93059,1396943215,-2
120731,6,37709,1348450553,11030
246309,1,73675,1382587837,30877
178493,5,56284,1366138930,805
276927,5,82708,1390072308,7290
40828,5,14019,1312839736,25133
144492,2,46055,1355684162,11523
91899,2,29324,1338199311,10849
7970,2,3287,1286112246,776
122282,24,38307,1348983133,-2
40700,4,13984,1312774605,930
363457,3,108676,1405891572,52440
193668,5,60588,1370050264,805
344456,1,102944,1402434516,43653
232293,5,69961,1379060275,11849
260658,2,78229,1385902385,2074
300369,6,89674,1394556788,26338
249579,1,74533,1383535756,32285
169277,5,52899,1363868191,805
230754,5,69578,1378718207,-2
383436,3,114409,1409854227,13564
277644,5,82902,1390278498,32036
302680,6,90256,1395020552,88
128248,2,40755,1350632726,12626
80110,1,25818,1333483727,10351
318529,5,94500,1398017043,44158
300015,2,89572,1394502879,805
74639,1,24280,1331125066,9208
97391,5,30922,1340328025,603
175055,2,55323,1365233162,20381
341932,2,101526,1402113493,46915
200937,2,62369,1371917063,27193
367829,2,109958,1406682379,26206
94959,6,30159,1339395076,5739
198056,3,61703,1371127744,24230
265892,3,79683,1387023648,36203
203225,3,62905,1372429836,27467
376078,2,112326,1408346688,686
149303,2,47320,1357715340,0
359724,24,107632,1405070784,-2
306225,5,91166,1395651328,1191
69143,2,22610,1328882262,919
260175,1,78103,1385744174,35490
151378,2,47880,1358332477,13038
212680,3,65121,1374476161,28329
97076,2,30829,1340197430,7037
192528,2,60280,1369750989,26236
327120,2,96997,1399569960,7290
11888,5,4701,1290109956,2456
241041,2,72270,1381234199,805
71957,3,23497,1328689256,7365
317127,4,94074,1397690308,22047
337923,25,100694,1401514972,-2
160346,34,45184,1361317799,930
312348,5,92773,1396804715,7071
217434,5,66365,1375429016,11409
314868,1,93494,1397211310,16612
128117,5,40713,1350589882,9394
199931,24,62137,1371646089,-2
202085,5,62619,1372221387,805
291827,2,87417,1392960182,30201
249232,3,74448,1383430929,20093
122842,1,38479,1349162664,14563
303306,25,90425,1395122310,-2
6507,2,2747,1284641122,930
354633,1,105773,1404431591,46253
70249,1,22945,1329344378,5264
348664,12,104107,1403230352,44795
182113,5,57420,1367036000,24867
350765,2,104688,1403664299,17908
305156,2,90926,1395402717,42358
188306,25,59124,1368608422,-2
361429,5,108114,1405449490,7290
239761,2,71951,1380902365,31093
339072,33,100590,1401591406,30494
150951,1,47765,1358231330,19687
376958,1,112582,1408497300,25392
376061,5,111771,1408345583,36229
369710,1,110490,1407064919,53325
84643,25,27175,1335431467,-2
213574,6,65363,1374622659,183
348070,5,103929,1403121064,805
382507,5,114141,1409704738,22047
365683,2,109344,1406262847,52649
332185,5,99097,1400323906,17230
326503,1,96824,1399463581,45147
276126,1,82507,1389872814,10810
364739,2,109053,1406104838,4505
107671,4,33737,1344176489,88
309327,24,91981,1396227641,-2
76132,2,24698,1331790343,4062
199152,2,61946,1371455978,24617
308414,3,91757,1396011655,42722
111015,3,34574,1345254631,13387
352914,2,105289,1404115297,46139
334274,2,99701,1400738111,17672
161952,6,50821,1361791148,919
156002,2,49185,1359889316,8207
104546,2,32846,1343032843,7290
91805,5,29290,1338179588,2116
180769,2,57025,1366743290,24752
376023,3,112308,1408340938,13022
363572,5,107848,1405917993,45876
78296,1,25286,1332745050,3591
47661,1,16106,1317098753,6489
216681,1,66175,1375263137,28682
187148,2,58826,1368401633,25566
319783,5,94734,1398230329,36539
327499,2,97087,1399628001,17072
352770,10,105239,1404090200,930
254291,6,76517,1384368148,7290
348118,5,16335,1403132279,3277
191072,1,59910,1369331632,1005
377186,2,112654,1408524692,54417
301892,1,90080,1394814806,17359
282485,24,84223,1391369910,-2
159959,25,50272,1361197196,-2
301821,2,90060,1394798938,41956
120024,5,36360,1348126273,11030
144743,2,46127,1355755420,5739
260075,3,78074,1385713399,20727
116006,1,35861,1346998157,12710
175084,5,55112,1365241703,23898
375267,3,112096,1408126970,10633
152111,2,48073,1358544153,858
310910,2,92380,1396495456,686
249643,6,16331,1383550288,3277
180696,1,57001,1366717852,24144
5914,1,2537,1284094295,1124
356840,2,106375,1404900608,7172
143076,5,45576,1355216072,17230
272485,1,81542,1389108537,26088
44796,2,15262,1315302191,5509
78190,5,25257,1332704038,10114
84329,3,27087,1335318127,10865
253067,1,76211,1384143943,34636
178112,2,56218,1366059782,13555
313975,2,93234,1397050735,40023
69323,1,22671,1329000723,9144
123662,25,38709,1349409669,-2
360345,25,73992,1405244527,-2
56737,3,18849,1322058464,7576
350556,4,104609,1403615273,48944
347253,2,103731,1402997567,6479
350550,5,104609,1403614151,32036
221536,2,67368,1376421311,159
170083,5,53128,1364127255,22356
241530,1,72407,1381337202,10619
77232,5,24937,1332285401,930
207525,2,63915,1373445317,21827
373099,2,111465,1407738813,26910
47523,3,16074,1317034864,6488
122438,2,38361,1349051197,14527
145380,4,46296,1355974399,686
356509,36,106279,1404845772,0
218578,5,66642,1375756488,6029
197510,5,61564,1371021423,22047
306585,5,91268,1395716014,22047
260763,3,78258,1385929487,5676
40909,2,14053,1312884521,-2
313470,5,93088,1396965447,24808
327297,5,97034,1399605527,28705
383327,1,114380,1409833482,55265
55784,25,18550,1321543227,-2
101483,25,32018,1341909270,-2
70347,3,22974,1329376629,8783
249683,1,74561,1383558454,32295
196550,2,61311,1370792181,22468
125463,12,39239,1349957982,14729
212763,5,14697,1374482866,7290
159193,2,50071,1360917381,17463
212653,3,65113,1374467308,28321
149000,6,47224,1357634483,919
372428,6,92831,1407558463,6961
254609,4,76608,1384438115,930
103814,3,32672,1342690633,9662
145725,2,46392,1356075072,88
108035,2,33852,1344323473,13132
318120,6,58759,1397901136,26338
262161,25,78609,1386208706,-2
205116,2,63345,1372918295,686
295038,5,88190,1393540989,8373
162592,1,51012,1361993014,21362
278666,3,83193,1390497365,37773
162077,1,50857,1361849964,7980
127895,3,40646,1350525594,16040
175530,5,55405,1365394231,23964
122612,2,38404,1349085531,11032
241302,5,72344,1381295772,7290
372585,4,111289,1407599468,88
382748,2,114218,1409739482,18643
244047,1,73099,1382012545,31630
265509,5,79571,1386915765,17230
386200,5,115085,1410474517,38424
273884,5,81916,1389408090,805
12170,3,4818,1290480669,253
131045,2,41558,1351613834,16297
153120,3,48359,1358929819,19867
226580,5,68644,1377733188,21167
193562,6,60560,1370007833,7290
115541,4,35729,1346841115,88
353480,5,105338,1404207782,28746
331860,2,99018,1400249224,37288
213781,5,65410,1374651963,7290
332867,2,99284,1400486074,35094
359909,5,107679,1405107558,49811
255388,2,76814,1384684411,32504
182456,6,57502,1367136489,7290
26575,2,9720,1303152630,3582
352813,2,105258,1404098258,17230
7239,2,3026,1285244928,-2
268387,2,80406,1387777149,36462
376678,2,112499,1408442562,54350
72785,37,23712,1330289370,919
344134,2,102865,1402390117,48115
373070,1,111454,1407735459,29265
4230,2,1829,1282109431,988
293425,5,62398,1393317751,17230
53438,2,17862,1320238166,2426
210129,3,64513,1373971050,21030
342104,1,101568,1402190457,46938
307216,1,91436,1395813275,42588
218422,3,66610,1375705104,17115
123492,5,38670,1349340994,11032
309247,3,91958,1396208228,14465
250556,6,74786,1383749736,31986
266250,4,79656,1387142761,22468
14863,4,5850,1293762821,930
286982,1,86188,1392088204,38111
16117,25,6312,1295276139,-2
294191,5,88031,1393414924,22047
320536,3,95089,1398337623,34993
279796,2,83490,1390815302,38032
16549,25,6481,1295826946,-2
266177,1,79764,1387127299,30192
129320,14,41058,1350996980,919
212012,5,64925,1374322603,1569
249241,3,74450,1383433794,13424
223434,2,67880,1376984409,603
152334,3,48131,1358673015,9887
168051,25,52582,1363585378,-2
343360,1,102641,1402265222,43997
277469,5,82860,1390223741,28705
35465,2,12459,1309270087,4673
114131,25,35382,1346320855,-2
9761,5,3909,1287903475,485
257669,33,77211,1385182045,990
324207,5,96100,1399026682,6633
144345,4,45988,1355631118,930
372675,1,111344,1407641188,53783
378881,1,113133,1408930363,44137
147293,3,46785,1356983226,16140
267121,3,80040,1387356775,36379
379480,10,113305,1409038629,919
174214,5,55096,1364999131,9394
150399,2,47610,1358007242,18128
194425,5,60768,1370251619,22047
250355,5,74667,1383713848,32356
375760,3,112233,1408284934,52332
176208,2,55676,1365553516,23853
125576,5,39272,1350006087,7556
14007,2,5527,1292414565,449
180968,24,57082,1366786514,-2
344354,5,102920,1402418216,8013
365930,3,109420,1406309698,2040
70960,3,23157,1329717179,9320
249713,2,74570,1383563177,26173
313789,5,93156,1397023569,42454
234478,6,70561,1379617585,7290
288098,6,86479,1392288984,7290
11797,2,4666,1290044817,1808
127695,2,40593,1350457654,16018
107063,4,33556,1343892522,7290
223001,24,36221,1376893378,-2
320258,1,94998,1398301994,44088
264996,1,79420,1386789684,36072
308225,2,91706,1395991015,42702
55684,3,18526,1321357090,6884
134336,2,43194,1352393455,2669
128207,3,40742,1350624616,1390
247647,5,74012,1382995698,31774
239404,24,71822,1380811333,-2
333410,3,99446,1400586871,45882
191260,10,59955,1369384636,919
189232,1,59388,1368863074,25443
150486,2,47633,1358052578,18549
174271,3,55113,1365026478,23897
370398,2,110697,1407211025,28666
194760,24,60854,1370330342,-2
285067,1,85664,1391684815,30231
168983,2,52862,1363784600,22306
348073,3,103941,1403122424,42084
193196,3,60466,1369911505,12647
137780,2,44187,1353555919,10823
195744,5,61127,1370559885,21054
102380,1,32278,1342235810,10688
239472,2,71873,1380826368,30951
61002,2,20117,1324455237,6921
121236,33,38018,1348635426,919
384440,3,114674,1410137217,40023
205986,6,63521,1373112227,930
140682,3,45018,1354529219,12147
130712,5,41456,1351519226,4812
190182,2,59648,1369127054,25927
269813,2,80810,1388305115,4253
268341,5,80358,1387761030,31420
337503,2,100595,1401420823,686
220347,5,15366,1376146531,7290
115511,1,35724,1346833648,11242
370605,2,110756,1407233285,35753
295228,2,88289,1393574993,25350
157600,3,49622,1360344012,5008
287707,5,86068,1392204266,39840
289573,3,86857,1392616039,35572
288896,5,86680,1392450957,22468
269053,2,80587,1388060044,14499
268280,5,80375,1387723277,7290
249417,5,74469,1383497262,805
312344,5,92773,1396804351,7071
174513,5,45164,1365081530,7290
372347,5,111257,1407519645,53741
265827,4,79655,1387002385,805
